move_sequence,result
e4 e6 d3 c5 g3 Nc6 Bg2 g6 c3 Bg7 Nf3 Nge7 d4 d5 e5 Qb6 dxc5 Qxc5 Qe2 h6 h4 Bd7 Nbd2 Qb6 Nb3 O-O-O Bf4 Kb8 O-O Ka8 Rfe1 Nf5 g4 Nfe7 Nbd4 Nxd4 Nxd4 Nc6 Nxc6 Bxc6 Be3 Qb5 Qxb5 Bxb5 a4 Bc4 Bf4 h5 f3 Rc8 Bg3 b5 axb5 Bxb5 Bf2 Rc7 Ra5 a6 Rea1 Kb7 Bf1 Bxf1 Kxf1 Rc6 R1a4 Bxe5 c4 Bc7 Rb4+ Kc8 Raa4 dxc4 Rxc4 Rxc4 Rxc4 Kb7 Rb4+ Kc6 Rc4+ Kb7 Rb4+ Kc8 Ra4 Kb7 Rb4+,1/2-1/2
e4 c5 Nf3 e6 c3 Nc6 g3 d5 d3 dxe4 dxe4 Qxd1+ Kxd1 Nf6 Nbd2 b6 Bb5 Bb7 Ne5 Rc8 a4 h5 f3 h4 g4 Bd6 Ndc4 Bb8 a5 O-O Bxc6 Bxc6 axb6 axb6 Nxc6 Rxc6 h3 b5 Na3 Ra6 Bg5 Be5 Ke2 Rfa8 Rac1 b4 Nc4 Bg3 cxb4 cxb4 Rhd1 Ra2 Rd3 Nh7 Bd2 Nf8 f4 Ng6 Kf3 e5 f5 Nf4 Bxf4 Bxf4 Rcd1 Kh7 Rb3 Rb8 Ke2 Ra6 Rd7 Rc6 Kd3 Ra8 Rxb4 Ra1 Rxf7 Rh1 b3 Rxh3+ Kc2 Rg3 Rb8 h3 Rff8 Kh6 Rb7 g6 f6 Kg5 f7 Rf6 Rh8 Rg2+ Kc3 h2 Kb4 Kxg4 Nb6 g5 Nd5 Rxf7 Rxf7 Rg1 Rfh7 Kf3 Nxf4 exf4 Rxh2 g4 Rc2 g3 e5 Re1 Rc3+ Kf2 Rf8 Re4+ Kc5 g2 Rc2+ Kf1 Rg8 f3 Kd5 Re2 Rc1+ Re1 Rc2 Re2 Rc1+ Re1 Rxe1+ Kxe1 e6 f2 e7 g1=Q e8=Q+ Kd2 Rxg1 fxg1=Q Qe4 Kc3 Qc4+ Kb2 b4 Qg5+ Kc6 Qf6+ Kb5 Qe5+ Qc5 Qb8+ Kc4 Qg8+ Qd5 Qc8+ Qc5 Qg8+ Qd5 Qc8+ Kb5 Qb8+ Kc5 Ka3 Qd3+ Ka4 Qc2+ Ka3 Qc3+ Ka4 Qa1+ Kb3 Qd1+ Ka3 b5 Qc7+ Kd4 Qd6+,0-1
b3 Nf6 Bb2 g6 Bxf6 exf6 e3 d5 d4 h5 h4 c6 g3 Bd6 Bg2 O-O Ne2 Nd7 c4 dxc4 bxc4 f5 O-O Nf6 Nd2 Qe7 Rb1 Re8 Qc2 Ng4 Rb3 a5 c5 Bc7 Rfb1 a4 Rd3 f4 Nxf4 Bxf4 gxf4 Qxh4 Nf3 Qf6 Ne5 g5 f3 Nxe5 fxe5 Qh6 Qf2 Re7 Rb6 h4 f4 Qh7 e4 gxf4 Qxf4 Re6 Bh3 Rg6+ Kh2 Kh8 Rb2 Bxh3 Rxh3 Rh6 Rg2 Rg8 Rxg8+ Kxg8 Qg5+ Qg7 Qxg7+ Kxg7 Rf3 Rh8 Rf6 Rd8 Rd6 Ra8 Rd7 Kg6 Rxb7 a3 d5 Ra4 dxc6 Ra5 c7 Rxc5 e6 fxe6 Kh3 Kf6 Kxh4 Rc4 Kg3 Ke5 Kf2 Rc2+ Ke3 Rc3+ Kd2 Rc6 Kd3 Kd6 Ra7 Ke5 Ke3 Rc3+ Kd2 Rc6 Kd3 Rc1 Rxa3 Rxc7 Ra5+ Kf4 Ra6 Rd7+ Kc4 e5 a4 Kxe4 a5 Rd1 Ra8 Rc1+ Kb3 Ra1 Kb4 Ke3 a6 e4 a7 Ke2 Kb3 e3 Kb2 Ra6 Kb3 Ke1 Re8 Rxa7 Rxe3+ Kd2 Rh3 Rb7+ Kc4 Rc7+ Kd5 Rd7+ Ke6 Rd3 Rh2+ Kc3 Rh8 Re3+ Kd5 Rd3+ Ke5 Re3+ Kf4 Re7 Rb8 Kc4 Kf5 Kd5 Rd8+ Kc6 Rd1 Re2 Kf4 Kc5 Kf3 Re8 Rc1+ Kd4 Rd1+ Kc5 Rd7 Kc6 Rd2 Kc5 Kf4 Kc6 Kf5 Kc5 Ra2 Kd4 Ra4+ Kd5 Rh4 Rf8+ Kg6 Rf1 Ra4 Ke6 Ra2 Rg1+ Kh7 Kf6 Rf2+ Ke7 Rf3 Ke6 Kh6 Ke7 Kh5 Ke6 Kh4 Ke5 Ra3 Kf4 Kh5 Kf5 Ra5+ Kf6 Kh4 Ke6 Kh3 Kf6 Ra8 Rg7 Ra6+ Kf5 Ra2 Kf4 Kh2 Kf3 Ra6 Rh7+ Kg1 Rg7+ Kf1 Rb7 Ra3+ Ke4 Ke2 Rb2+ Kd1 Kd4 Rh3 Ke4 Kc1,1/2-1/2
b3 d5 Bb2 Nf6 d3 c5 Nd2 Nc6 Ngf3 g6 g3 Bg7 Bg2 O-O Ne5 Nxe5 Bxe5 Be6 O-O Qd7 c4 Rac8 Rc1 Rfd8 Qc2 b6 Qb2 Bh6 Bxf6 exf6 cxd5 Bxd2 Qxd2 Bxd5 Bxd5 Qxd5 Rc2 a5 Rc4 Rc6 Rfc1 Re6 a3 Rde8 e3 Rd8 d4 Red6 b4 axb4 axb4 cxd4 Rxd4 Qe5 Rcc4 Kg7 h4 h5 Kf1 b5 Rxd6 Rxd6 Rd4 Rc6 Qd3 Qe6 Kg2 Rc4 e4 Qc6 Rxc4 bxc4 Qc2 c3 b5 Qc4 b6 Qb4 b7 Qxb7 Qxc3 Qxe4+ Kh2 Qe2 Kg1 Qd1+ Kg2 Qd5+ Kg1 Qe4 Qa1 Qe5 Qd1 Qc3 Kg2 Qb2 Kg1 Qb7 Qa1 Qd5 Qc3 Qe5 Qc1 g5 hxg5 fxg5 Qd1 Kg6 Qd8 Kg7 Qd1 Kh6 Qd8 Kh7 Qd1 Kg6 Qd8 Qf6 Qg8+ Kh6 Qf8+ Qg7 Qd6+ Kh7 Qd1 Qg6 Qd7 Kg7 Qd4+ Qf6 Qd1 Kg6 Qd3+ Kh6 Qd1 h4 gxh4 gxh4 Kg2 Qf4 Qd7 Kg5 Qd8+ Kg6 Qg8+ Kf6 Qh8+ Ke7 Qc3 Ke6 Qc6+ Kf5 Qc8+ Kf6 Qh8+ Ke7 Qc8 Qe4+ Kh3 Qh1+ Kg4 Qg2+ Kxh4 Qxf2+ Kg4 Qe2+ Kg3 Qe5+ Kg2 Qg5+ Kh1 Qd5+ Kg1 Qe6 Qc7+ Kf6 Qf4+ Qf5 Qd6+ Kg5 Qd8+ Qf6 Qa8 Qd4+ Kg2 Qg4+ Kh2 Qf4+ Kg2 Qe5 Qg8+ Kf6 Qh8+ Kf5 Qh7+ Ke6 Qc2 Qd5+ Kh2 Qe5+ Kg2 Qg5+ Kh2 Qh6+ Kg2 Qg6+ Qxg6+ fxg6 Kf2 Kf6 Kg2 Ke5 Kg3 Kf5 Kf3 Kg5 Kg3 Kh5 Kh3 Kh6 Kg4 g5 Kg3 g4 Kh4 g3 Kh3 g2 Kh2 Kg7 Kg1 Kf6 Kf2 g1=Q+ Kxg1,1/2-1/2
b3 e5 Bb2 d6 d4 exd4 Qxd4 Nc6 Qd2 Nf6 g3 g6 c4 Bg7 Nc3 a5 Bg2 O-O Nf3 Bf5 Nh4 Be6 O-O Qd7 Rfe1 Bh3 Bh1 Rae8 Rad1 b6 e4 Ne5 f4 Nc6 e5 dxe5 Qf2 Qe6 Bd5 Qe7 Kh1 Ng4 Qd2 Nb4 Bg2 Bxg2+ Qxg2 Rd8 Qe2 f5 h3 Nf6 Qxe5 Qxe5 fxe5 Nh5 e6 Rxd1 Rxd1 Re8 Nf3 Nxg3+ Kg2 Nh5 a3 Bxc3 Bxc3 Nc6 Rd7 Re7 Ng5 h6 Rxe7 Nxe7 Nf7 Nf4+ Kf3 Nxe6 Nxh6+ Kf8 h4 g5 hxg5 Nxg5+ Kf4 Ne4 Be1 Nc5 Bc3 Nxb3 Ke5 Nc5 Bd4 Nc6+ Kd5 Nxd4 Kxd4 f4 Ng4 Ke7 Ke5 f3 Kf4 Ne6+ Kxf3 Kd6 Ke4 Kc5 Kd3 Nf4+ Kc3 b5 cxb5 Kxb5 Nf6 c6 Ne4 Nd5+ Kd4 Nb6 Nc3+ Ka6 Kc5 Nc8 Kxc6 Ne7+ Kc5 Nc8 Nd5 Kb7 Kb5 Na7+ Kxa5 Nc6+ Kb5 Ne5 Ne3 Nc6 Nc2 Na7+ Kc5 Nc6 Ne3 Na5 Kb5 Nc6 Nf5 Na7+ Kc5 Nc6 Nd6+ Kc7 a4 Na5 Ne8+ Kb7 Kb5 Nc6 Nd6+ Kc7 Kc5 Na5 Ne4 Nc6 Nc3 Kb7 Nd5 Na5 Kb5 Nc6 Kc5 Na5 Nb4 Nb3+ Kc4 Na5+ Kb5 Nb3 Nc2 Ka7 Kb4 Nd2 Nd4 Ne4 a5 Nd6 Nc6+ Ka6 Ka4 Nb7 Nb4+ Ka7 a6 Nc5+ Kb5 Nxa6,1/2-1/2
b3 c5 Bb2 Nc6 Nf3 Nf6 e3 e6 d4 d5 a3 Be7 Nbd2 cxd4 Nxd4 Nxd4 Bxd4 O-O Bd3 b6 c4 Bb7 O-O Ne4 Qg4 g6 Rfd1 f5 Qf4 Bd6 Qh6 e5 Bb2 Qg5 Qxg5 Nxg5 cxd5 Bxd5 Bc4 Bf7 h4 Ne6 Nf3 Rfd8 Bxe5 Be7 b4 a5 Bd5 Ra7 Bxe6 Rxd1+ Rxd1 Bxe6 Bc3 Rc7 Bd4 axb4 axb4 b5 Ng5 Bb3 Bc5 Bxd1 Ne6 Rd7 h5 Kf7 Nd4 Bxc5 bxc5 Rc7 hxg6+ hxg6 Nxb5 Rxc5 Nd4 Ba4 Kh2 Bd7 Kg3 Rc4 Nf3 Kf6 Nd2 Rb4 Nf3 g5 Ne1 Rb2 Nd3 Rd2 Nc5 Bc6 f3 Rc2 Nb3 Rb2 Nd4 Bb5 e4 f4+ Kh3 Bf1 Nc6 Bxg2+ Kg4 Bh1 e5+ Kg6 Ne7+ Kf7 Nc6 Rb6 Nd4 Kg6 e6 Kf6 e7 Kxe7 Kxg5 Rf6 Ne2 Bxf3 Nxf4 Be4 Ne2 Rf5+ Kg4 Ra5 Kf4 Bc6 Nd4 Kd6 Nf5+ Kc5 Ne7 Ra4+ Ke5 Re4+ Kf6 Bd5 Nf5 Rf4 Ke5 Re4+ Kf6 Re6+ Kg5 Be4 Ne3 Kd4 Ng4 Rg6+ Kf4 Rg7 Nf6 Rf7 Kg5 Ke5 Ng4+ Ke6 Ne3 Bf3 Nc2 Ke5 Ne3 Rg7+ Kh6 Rg1 Nc4+ Kf6 Nd6 Rh1#,0-1
b3 b6 Bb2 Bb7 Nf3 Nf6 e3 g6 Bxf6 exf6 g3 Bg7 Bg2 f5 d4 O-O O-O d6 c4 Nd7 Nc3 Re8 Rc1 a6 b4 c5 b5 axb5 Nxb5 Qb8 Rc2 Be4 Rd2 cxd4 exd4 d5 cxd5 Bxd5 Nh4 Bxg2 Kxg2 Ra5 Qb3 Nf6 Nf3 Rd8 Rc2 Ne4 Rc7 Nd6 Nxd6 Qxc7 Nc4 Raa8 d5 b5 Qxb5 Rxa2 d6 Qd7 Qd5 Ra7 Rd1 Qb7 Qd3 Ra4 d7 Bf6 h4 h5 Qc2 Qc6 Rc1 Rxd7 Qb3 Rb7 Qd3 Rc7 Nd6 Qxc1 Qb3,0-1
b3 e5 Bb2 Nc6 e3 Nge7 c4 g6 g3 Bg7 Bg2 d5 cxd5 Nxd5 a3 Be6 Ne2 Qd7 h3 O-O-O Nbc3 Nxc3 Bxc3 Rhe8 Rc1 Bd5 O-O Bxg2 Kxg2 f5 b4 Qd3 Re1 Bh8 Qb3 Qd5+ Qxd5 Rxd5 e4 Rdd8 Ng1 Nd4 Bxd4 Rxd4 Nf3 Rd3 Rc3 Rxc3 dxc3 Kd7 g4 fxe4 Ng5 h6 Nxe4 b6 a4 Ke6 Rd1 Bg7 Kf3 Bf8 Ke2 Be7 f3 Rf8 Ra1 Rf7 a5 b5 Rd1 Rf8 Rh1 Rf7 Rc1 Kd5 Rd1+ Ke6 Rd3 Rf4 Re3 Rf8 Kd1 Kd5 Rd3+ Ke6 Kc2 h5 Kb3 hxg4 hxg4 Rh8 c4 bxc4+ Kxc4 Rh1 Nc3 Rc1 Kb5 c6+ Ka6 Bxb4 Na2 Rb1 Nxb4 Rxb4 Kxa7 c5 a6 c4 Rd8 c3 Ka8 Rb3 a7 e4 fxe4 Ke5 Rb8 c2 Rc8 Rb2 Rc4 Kf4 e5+ Kxe5 g5 Kf5 Rc5+ Kg4 Rc6 Kxg5 Rxg6+ Kxg6,1/2-1/2
b3 e5 Bb2 Nc6 e3 Nf6 Bb5 e4 f3 d5 Nc3 Bd7 Bxc6 Bxc6 Qe2 Bc5 fxe4 dxe4 Nh3 Qe7 a3 O-O-O O-O h5 b4 Bd6 Nb5 Bxb5 Qxb5 Ng4 Nf4 Bxf4 Qf5+ Kb8 Qxf4 f6 h3 Nh6 Bd4 Nf7 b5 Ng5 a4 Rhe8 c3 Qd7 Rab1 Ne6 Qf5 Nxd4 cxd4 Qxf5 Rxf5 Rh8 h4 b6 a5 Rd6 Rf4 Re8 g4 hxg4 Rxg4 Re7 h5 bxa5 Ra1 Rd5 h6 gxh6 Rh4 Rxb5 Rxh6 Re6 Kf2 Kb7 Ke2 Ra6 Rhh1 a4 Ra3 Raa5 Rha1 Rb4 Kd1 c5 dxc5 Kc6 R3a2 f5 Ke2 Kxc5 Rc1+ Rc4 Rb1 a3 Rb3 Rca4 d3 exd3+ Kxd3 Kd5 Rc3 f4 exf4 Rxf4 Ke2 Rfa4 Kd2 Rd4+ Kc2 Rc4 Rxc4 Kxc4 Kb1 Kb3 Rh2 Rc5 Rh3+ Rc3 Rxc3+ Kxc3 Ka2 Kb4 Ka1 Kb3 Kb1 a2+ Ka1 Ka3,1/2-1/2
e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 O-O c3 d5 exd5 Nxd5 Nxe5 Nxe5 Rxe5 Bb7 d4 Bf6 Re1 Re8 Rxe8+ Qxe8 Bxd5 Bxd5 Nd2 b4 c4 Be6 d5 Bf5 Nf1 Qe4 Ng3 Qd3 Qb3 Qxb3 axb3 Bc2 Nh5 Bd4 Be3 Bxe3 fxe3 Bxb3 Rc1 a5 Nf4 a4 Nd3 a3 bxa3 bxa3 Nc5 Rb8 Ra1 Bxc4 Rxa3 Bxd5 e4 Bc6 Ra7 Rc8 Na6 Bxe4 Rxc7 Ra8 Nc5 Bf5 Nb3 g6 Rc1 Kg7 Re1 Rd8 Kf2 g5 Re2 Kf6 Rd2 Rb8 Nd4 Be4 Re2 Bd5 Rd2 Ra8 Nc6 Be6 Nd4 h5 Nxe6 fxe6 Rb2 Kf5 h3 h4 Rb3 Ra2+ Kf3 e5 Rb4 Ra3+ Kf2 e4 Rb8 Ra2+ Ke3 Ra3+ Kf2 Rg3 Rf8+ Ke5 Re8+ Kd4 Rd8+ Ke5 Re8+ Kf4 Rf8+ Ke5 Re8+,1/2-1/2
b3 d5 Bb2 Nf6 Nf3 Bf5 Nh4 Bd7 g3 c5 Bg2 e6 O-O Nc6 Nf3 Bd6 d4 O-O dxc5 Bxc5 Nbd2 Qe7 c4 d4 a3 e5 b4 Bd6 c5 Bc7 e3 dxe3 fxe3 Bf5 e4 Bg4 Qe1 Rad8 Nc4 b6 cxb6 Bxb6+ Nxb6 axb6 Qe3 Bxf3 Bxf3 Nd4 Rad1 Nxf3+ Qxf3 Rxd1 Rxd1 Qe6 Rf1 Re8 Qd3 h6 Kg2 Rc8 Rf5 Qc6 Bxe5 Nxe4 Kg1 Re8 Bb2 Ng5 Rd5 Qc8 h4 Nh3+ Kf1 Qg4 Rd8 Rxd8 Qxd8+ Kh7 Qd3+ f5 Be5 b5 Kg2 Kg6 Qd6+ Kh7 Qd3 Kg6 Qd6+ Kh7 Qd3,1/2-1/2
b3 d5 Bb2 c5 e3 a6 Nf3 Nc6 c4 Bg4 cxd5 Qxd5 Nc3 Qd8 Rc1 e6 Ne4 Qa5 a3 Rd8 Qc2 Bf5 Bd3 Qb6 Nxc5 Rxd3 Nxd3 Qb5 Ke2 Nf6 Qc4 Qb6 Nde5 Be4 Nxc6 Bxc6 Nd4 Bxg2 Qc8+ Qd8 Qxd8+ Kxd8 Rhg1 Bd5 d3 e5 Nf5 Bxb3 Bxe5 Be6 Nxg7 Bxg7 Rxg7 Nd7 Bd4 Re8 Rxh7 Bd5 Rh8 Rxh8 Bxh8 Bc6 Bd4 Ke7 h4 Nf8 h5 f6 h6 Kf7 Rg1 Ng6 h7 Bd7 Rxg6 Kxg6 h8=Q Bg4+ Kd2 Kf5 Qxf6#,1-0
b3 g6 Bb2 Nf6 Bxf6 exf6 g3 Bg7 Bg2 O-O e3 d5 Ne2 h5 h4 Bg4 d4 c6 Nd2 Nd7 c4 dxc4 Nxc4 Nb6 Qc2 Re8 O-O Nxc4 Qxc4 Bxe2 Qxe2 Qxd4 Rfd1 Qe5 Qd2 Re7 Rac1 f5 Rc4 Qc7 b4 a6 a4 Qb6 Bf1 Ree8 Qc2 Rad8 Rb1 Re5 Rb3 Red5 Bd3 R8d6 Rc5 Qd8 Rxd5 Rxd5 Kf1 Be5 Ke2 Kg7 Bc4 Rd6 Rb1 Bf6 Bb3 Qe7 Kf1 Qd7 Ke2 f4 exf4 Qg4+ Kf1 Qf3 Rd1 Rxd1+ Qxd1 Qxd1+ Bxd1 Be7 b5 cxb5 axb5 axb5 f5 Kf6 Bb3 b4 Ke2 Bc5 fxg6 fxg6 f3 Bd6 f4 Bc5 Kf3 Bd4 Bc2 Bc3 Kg2 Be1 Kf3 Bc3 Be4 b6 Bd5 Bd4 Bb3 Bc5 Bc4 Bd4 Ba2 Bc5 Bb3 Bd4 Bd1 Bc5 f5 Kxf5 Bb3 Kf6 Bc2 g5 hxg5+ Kxg5 Bb3 Bd6 Bf7 Kf6 Bb3 Ke5 Bf7 Kd4 Bxh5 b3 g4 Be7 Bg6 Kc3 Ke4 b2 Kd5 b5 Bb1 b4 Ke4 Kd2 Kd4 Kc1 Bg6 b1=Q Bxb1 Kxb1 Kc4 Kc2 g5 b3 g6 Bf8 g7 Bxg7,0-1
b3 e5 Bb2 Nc6 e3 Nf6 Bb5 Qe7 Ne2 a6 Bxc6 dxc6 d3 h5 Nbc3 h4 h3 Bf5 e4 Bg6 Qd2 O-O-O Qe3 Bh5 f4 Bxe2 Nxe2 exf4 Qxf4 Nh5 Qg4+ Kb8 O-O-O Rh6 Rhf1 Nf6 Qf3 Rg6 Kb1 a5 a4 Nh7 Nd4 Ng5 Qf2 Qc5 Rd2 Bd6 Qxh4 Be5 Nf3 Bxb2 Kxb2 f6 Qf2 Qxf2 Rfxf2 Nxf3 Rxf3 c5 g4 Rh8 Rg2 b6 Rgg3 Kb7 Kc3 c6 Kd2 b5 Kc3 Kb6 Rf5 Rgh6 g5 Rxh3 Rxh3 Rxh3 gxf6 gxf6 Rxf6 b4+ Kd2 Rh2+ Kd1 Kc7 Rf7+ Kb6 Rg7 Rf2 Rg5 Rh2 Rg1 Rf2 Re1 Kc7 Re2 Rf1+ Kd2 Kd6 Rh2 Kc7 Ke3 Re1+ Kf4 Kd6 Rf2 Ke6 Rg2 Kd6 Kf3 Rf1+ Ke3 Re1+ Re2 Rh1 Kf4 Rf1+ Ke3 Ke5 Rh2 Re1+ Kd2 Rg1 Rh8 Rg2+ Kc1 Kd4 Kb2 Re2 Rh6 c4 bxc4 c5 Rh5 Re1 Rd5+ Ke3 Rxc5 Kd2 Rh5 Re2 c5 Kd1 Rh1+ Kd2 c6 b3 c7,1-0
b3 Nf6 Bb2 g6 Bxf6 exf6 g3 Bg7 Bg2 O-O e3 d5 Ne2 c6 O-O a5 d4 a4 Nd2 h5 h4 f5 c4 dxc4 bxc4 c5 Nf3 Nc6 Rb1 cxd4 Nfxd4 Nxd4 exd4 Qc7 Bd5 Bh6 Qd3 Rd8 Rb5 Ra5 Nc3 Rxb5 Nxb5 Qe7 Kg2 Qf6 f4 Bd7 Bxb7 Bxb5 cxb5 Rxd4 Qe2 Qd6 Rf2 Bf8 Bf3 Qc5 Qe8 Kg7 Re2 Rd1 Rb2 a3 Rf2 Rb1 Bc6 Rb2 Qe1 Qxf2+ Qxf2 Bc5,0-1
b3 Nf6 Bb2 d5 Nf3 Bf5 Nh4 Bg6 Nxg6 hxg6 g3 e6 Bg2 Bd6 d3 O-O Nd2 Nbd7 e3 c6 O-O a5 a3 Qe7 Qe2 Rfe8 e4 e5 Rfe1 Bc5 h4 Qe6 Nf3 dxe4 dxe4 Ng4 Ng5 Qf6 Qxg4 Qxf2+ Kh2 Nf6 Qe2 Qxe2 Rxe2 Ng4+ Kh3 Nf2+ Rxf2 Bxf2 Rf1 f6 Rxf2 fxg5 Bf1 gxh4 Bc4+ Kh7 Kxh4,1-0
b3 e5 Bb2 Nc6 c4 g6 e3 Bg7 Nf3 d6 Nc3 Nf6 d4 O-O Be2 Re8 dxe5 dxe5 Qxd8 Rxd8 a3 e4 Nd2 Bf5 h3 h5 O-O-O h4 g4 hxg3 fxg3 Ne5 g4 Bd7 g5 Ne8 Ndxe4 Bf5 h4 c6 Rxd8 Rxd8 Nf2 Nc7 Nce4 Ne6 Rd1 Rxd1+ Kxd1 Bxe4 Nxe4 Nd7 Bxg7 Kxg7 Nd6 Nd8 Bg4 Ne5 Bc8 b6 Ke2 Kf8 Bh3 a6 a4 c5 Nc8 Ndc6 Nxb6 Ke7 Bc8 a5 Bb7 Nb4 Be4 Kd6 Nc8+ Kd7 Na7 Ke7 Nb5 f6 gxf6+ Kxf6 Nc7 Nf7 Na8 Nd6 Bb1 Nc6 Nb6 Ne5 Nd5+ Ke6 Nf4+ Kf6 Kf2 Nc8 Nd3 Nxd3+ Bxd3 Nd6 Kg3,1-0
b3 d5 Bb2 Bg4 h3 Bh5 g3 c5 Bg2 Nc6 Nf3 Nf6 Ne5 Nxe5 Bxe5 e6 c4 Be7 cxd5 exd5 d4 O-O O-O Ne4 g4 Bg6 f3 Ng5 Nc3 Rc8 Kh1 Re8 f4 Ne4 Nxe4 Bxe4 Bxe4 dxe4 dxc5 Bxc5 Rc1 Qh4 Kg2 Red8 Qe1 Qxe1 Rfxe1 f6 Bb2 Be3 Rc4 Rxc4 bxc4 Bxf4 Bc1 Bd2 Rd1 e3 Kf3 Kf7 Ba3 b6 c5 b5 c6 Rc8 Bc5 a6 Bxe3 Bxe3 Rd7+ Kg6 Kxe3 Rxc6 Rd3 h5 Kf3 h4 Ra3 b4 Ra4 Rc3+ e3 Rc2 Rxb4 Rxa2 Rb6 a5 Ra6 a4 Kf4 a3 g5 Rf2+ Kg4 Rg2+ Kxh4 Rxg5 Rxa3 Rg1 Ra5 Kf7 e4 Ke6 Kh5 Kf7 Kh4 Rg2 Rb5 Kg6 Ra5 Kf7 Rb5 g5+ Kh5 Rg3 Rb7+ Ke6 Kg6 Rxh3 Rb6+ Ke5 Rxf6 g4 Rf1 g3,0-1
Nf3 d5 e3 c5 b3 Nf6 Bb2 g6 c4 Bg7 cxd5 Qxd5 Nc3 Qd8 Na4 b6 d4 cxd4 Nxd4 O-O Qf3 Qd5 Rc1 Bb7 Qxd5 Nxd5 Be2 Nd7 e4 Nf4 Rc7 Nc5 Nxc5 bxc5 Rxb7 cxd4 Bc4 Nxg2+ Kd2 e6 Rg1 Nf4 Ba3 Rfc8 Bd6 Bh6 Rg4 Nh3+ Ke2 Rd8 e5 Nf4+ Kf3 d3 Rxf4 Bxf4 Kxf4 d2 Be2 Rac8 Ke3 Rc2 Rxa7 Rdc8 Bd1 Rb2 a4 Rc3+ Ke2 Kg7 Be7 Rc1 Rd7 Rbb1 Rxd2 Ra1 h4 Kh6 Bg5+ Kg7 b4 Rc4 Bf6+ Kh6 b5 Ra3 Bg5+ Kg7 Bf6+ Kh6 Kf1 Ra1 Kg2 Rcc1 b6 Rcb1 Bg5+ Kg7 Bf6+ Kh6 Bd8 Rb4 Be7,1-0
e4 e6 d4 d5 exd5 exd5 Nf3 Bd6 c4 c6 Nc3 Ne7 cxd5 cxd5 Bd3 Nbc6 h3 O-O O-O Bf5 a3 Qd7 Re1 Rfe8 Be3 h6 Rc1 Rac8 Bxf5 Qxf5 b4 Ng6 Qc2 Qxc2 Rxc2 Nce7 Rec1 Rc6 Nb5 Bb8 Rxc6 Nxc6 Nc3 Rd8 Na4 Nce7 Kf1 b6 Ke2 Nf4+ Bxf4 Bxf4 Re1 f6 Kd3 Kf7 g3 Bd6 Nc3 h5 h4 Rc8 Nd2 a5 Nb5 Bb8 Nf1 axb4 axb4 Nc6 Rb1 Rd8 Ne3 Ke6 Nc3 Ne7 Re1 Kf7 Ra1 Bd6 Ra7 Ke6 b5 Bb4 Na4 Rd6 Rxe7+ Kxe7 Nf5+ Ke6 Nxd6 Kxd6 Nxb6 g5 Na4 Ba5 Ke3 Bd8 g4 hxg4,1-0
c4 e6 b3 d5 Bb2 Nf6 e3 Be7 cxd5 exd5 Nf3 O-O d4 Bf5 Bd3 Bxd3 Qxd3 Nbd7 Nbd2 c6 O-O Re8 Ne5 Nxe5 dxe5 Nd7 Qc2 f6 exf6 Bxf6 Bxf6 Nxf6 b4 Ne4 Nb3 Qh4 b5 Re6 bxc6 bxc6 Nd4 Rh6 h3 Rf8 f4 c5 Nb3 c4 Nd4 Rg6 Rf3 Rb8 Rd1 Rgb6 Nf5 Qf6 Rxd5 Nc3 Re5 Rb1+ Kh2 Qd8 Qxc3 Qd1 Rb5 Qg1+ Kg3 Kf7 Qxg7+ Ke6 Qe7#,1-0
e4 c5 Nf3 e6 c3 Nf6 e5 Nd5 a3 b6 d4 cxd4 cxd4 Be7 Bd3 Ba6 O-O Bxd3 Qxd3 O-O Nbd2 d6 Ne4 dxe5 Nxe5 f6 Nf3 Nc6 Bd2 Qd7 Rfe1 Rac8 Rad1 Rfd8 Nc3 Bf8 Qe4 Re8 Nxd5 Qxd5 Qxd5 exd5 Rxe8 Rxe8 Rc1 Rc8 Kf1 Kf7 Ke2 Ke6 Kd3 Bd6 g3 Ne7 Rxc8 Nxc8 Ne1 g5 Ng2 Ne7 h3 Ng6 g4 h6 f3 Bg3 Be3 f5 Bd2 Bf2 f4 Kf6 b3 b5 a4 bxa4 bxa4 Nf8 Be3 Bg3 Bd2 Ng6 fxg5+ hxg5 gxf5 Kxf5 Ne3+ Ke6 Ng2 Kf6 Ke2 Nh4 Nxh4 Bxh4 Kf3 Kf5 Ba5 a6 Bb4 Kg6 Bc3 Kf5 Bd2 Kg6 Kg4 Kf6 Ba5 Kg6 Bd8 Bf2 Bxg5 Bxd4 h4 Bc3 h5+ Kf7 Kf5 Bb2 Bf4 d4 Ke4 Kg7 Kd3 Kh7 Kc4 Bc3 Be5 Kh6 Bxd4 Be1 Bc3 Bf2 Kd5 Kxh5 Kc6 Kg6 Kb7 Bh4 Kxa6 Kf7 Kb7 Bd8 Be5 Ba5 Ka6 Be1 Bc7 Ke6 Ba5 Bxa5 Kxa5 Kd7 Kb6 Kc8 Ka7 Kc7 a5 Kc8 a6 Kc7 Ka8 Kb6 a7 Kc7,1/2-1/2
